,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
1888,Serpico,(1973),130 min,7.7,87        ,"117,962",$29.80M,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
1889,Enter the Dragon,(1973),102 min,7.7,83        ,"101,645",$25.00M,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.
1890,Deliverance,(1972),109 min,7.7,80        ,"104,439",$7.06M,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
1891,The French Connection,(1971),104 min,7.7,94        ,"117,246",$15.63M,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal."
1892,Dirty Harry,(1971),102 min,7.7,87        ,"150,696",$35.90M,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath."
1893,The Odd Couple,(1968),105 min,7.7,86        ,"33,852",$44.53M,"A New Yorker newly separated from his wife moves in with his best friend, a divorced sportswriter, but their ideas of housekeeping and lifestyles are as different as night and day."
1894,The Dirty Dozen,(1967),150 min,7.7,73        ,"70,581",$45.30M,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
1895,Belle de jour,(1967),100 min,7.7,****,"42,808",$0.03M,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
1896,A Man for All Seasons,(1966),120 min,7.7,72        ,"33,555",$28.35M,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
1897,Repulsion,(1965),105 min,7.7,91        ,"51,751",%^%^%^,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.
1898,Zulu,(1964),138 min,7.7,77        ,"38,057",%^%^%^,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.
1899,Goldfinger,(1964),110 min,7.7,87        ,"183,478",$51.08M,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
1900,The Birds,(1963),119 min,7.7,90        ,"181,597",$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
1901,Cape Fear,(1962),106 min,7.7,76        ,"28,140",%^%^%^,A lawyer's family is stalked by a man he once helped put in jail.
1902,Peeping Tom,(1960),101 min,7.7,****,"33,882",$0.08M,"A young man murders women, using a movie camera to film their dying expressions of terror."
1903,The Magnificent Seven,(1960),128 min,7.7,74        ,"92,125",$4.91M,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
1904,Les yeux sans visage,(1960),90 min,7.7,90        ,"30,217",$0.05M,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.
1905,Invasion of the Body Snatchers,(1956),80 min,7.7,92        ,"47,881",%^%^%^,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
1906,Rebel Without a Cause,(1955),111 min,7.7,89        ,"87,612",%^%^%^,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies."
1907,The Ladykillers,(1955),91 min,7.7,91        ,"28,445",%^%^%^,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.
1908,The Caine Mutiny,(1954),124 min,7.7,63        ,"26,938",$21.75M,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny."
1909,The Day the Earth Stood Still,(1951),92 min,7.7,****,"80,124",%^%^%^,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
1910,Fantasia,(1940),125 min,7.7,96        ,"92,746",$76.41M,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
1911,The Invisible Man,(1933),71 min,7.7,87        ,"33,550",%^%^%^,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane."
1912,Dark Waters,(2019),126 min,7.6,73        ,"76,972",%^%^%^,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.
1913,Searching,(III) (2018),102 min,7.6,71        ,"154,632",$26.02M,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
1914,Once Upon a Time in... Hollywood,(2019),161 min,7.6,83        ,"654,897",$142.50M,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
1915,Nelyubov,(2017),127 min,7.6,86        ,"32,018",$0.57M,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.
1916,Busanhaeng,(2016),118 min,7.6,72        ,"196,736",$2.13M,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
1917,The Florida Project,(2017),111 min,7.6,92        ,"105,541",$5.90M,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World."
1918,Just Mercy,(2019),137 min,7.6,68        ,"58,752",%^%^%^,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.
1919,Gifted,(2017),101 min,7.6,60        ,"109,390",$24.80M,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother."
1920,Victoria,(II) (2015),138 min,7.6,77        ,"56,561",%^%^%^,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.
1921,Guardians of the Galaxy Vol. 2,(2017),136 min,7.6,67        ,"622,183",$389.81M,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
1922,Only the Brave,(2017),134 min,7.6,72        ,"64,541",$18.34M,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire."
1923,Incredibles 2,(2018),118 min,7.6,80        ,"273,580",$608.58M,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
1924,Moana,(I) (2016),107 min,7.6,81        ,"302,816",$248.76M,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
1925,Sicario,(2015),121 min,7.6,82        ,"403,232",$46.89M,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
1926,Creed,(II) (2015),133 min,7.6,82        ,"261,244",$109.77M,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
1927,Leviafan,(2014),140 min,7.6,92        ,"51,954",$1.09M,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family."
1928,Hell or High Water,(II) (2016),102 min,7.6,88        ,"217,191",$26.86M,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
1929,Philomena,(2013),98 min,7.6,77        ,"97,812",$37.71M,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
1930,El cuerpo,(2012),112 min,7.6,****,"62,665",%^%^%^,A detective searches for the body of a femme fatale which has gone missing from a morgue.
1931,Serbuan maut,(2011),101 min,7.6,73        ,"198,331",$4.11M,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
1932,End of Watch,(2012),109 min,7.6,68        ,"238,224",$41.00M,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
1933,A Star Is Born,(2018),136 min,7.6,88        ,"360,964",$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
1934,True Grit,(2010),110 min,7.6,80        ,"326,338",$171.24M,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
1935,Hævnen,(2010),118 min,7.6,65        ,"39,559",$1.01M,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait."
1936,Despicable Me,(2010),95 min,7.6,72        ,"521,648",$251.51M,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
1937,50/50,(2011),100 min,7.6,72        ,"323,884",$35.01M,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
1938,Celda 211,(2009),113 min,7.6,****,"66,206",%^%^%^,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal."
1939,Moneyball,(2011),133 min,7.6,87        ,"397,483",$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
